995,652
63,387
4686,39
1872,287
4580,170
4726,462
667,114
4531,334
1638,19
2101,724
4027,309
1295,498
2112,772
603,477
866,319
3126,40
2012,281
431,259
2166,395
2213,335
152,582
3262,230
4453,137
4992,430
3106,552
4772,501
612,136
2241,800
3230,70
225,623
233,729
3049,724
242,136
4436,798
2284,580
56,682
2200,411
4125,111
4674,32
2074,364
1254,616
4,617
2533,544
3248,51
4158,99
266,469
330,36
1392,340
1410,653
3344,783
4783,672
1871,783
1090,725
4379,573
3888,352
4292,674
1,245
4663,414
894,343
1514,508
4486,800
2012,80
1498,413
4909,25
4491,530
2088,615
1877,466
2649,552
4141,754
2939,775
3884,702
3615,15
2291,92
2015,432
4943,397
3105,344
1473,691
1028,199
1377,568
2502,252
1766,565
4888,520
996,691
4950,606
17,82
3567,786
2236,171
4483,334
2130,36
2385,374
294,437
556,590
2968,202
3959,385
752,241
3112,114
1840,181
3214,605
1447,183
2482,196
2942,102
4871,393
1976,25
1131,285
1061,761
1226,509
3636,5
2145,23
301,530
2355,263
416,449
2133,10
2627,478
2117,331
4238,53
792,2
3045,36
4946,126
2657,45
2741,461
196,776
3290,547
819,577
3779,428
278,375
1863,246
1119,318
4538,488
618,283
3727,481
2743,657
699,727
866,718
4124,639
2990,674
1523,719
2939,420
2305,761
3868,216
2153,21
3396,413
351,303
2133,188
4090,76
4240,440
3667,502
3942,565
1981,168
2866,378
4659,524
1727,215
1988,645
4262,758
2522,327
1046,450
2343,673
2843,517
907,106
3895,421
731,129
2423,481
620,254
819,649
1682,618
3950,465
160,430
594,410
1875,600
2022,339
2475,502
816,139
667,587
2566,193
1246,561
1947,274
3715,412
763,798
2851,356
1084,438
4886,210
4578,639
161,682
74,53
31,670
2646,762
2699,671
3118,703
1667,372
4078,487
3350,702
4961,401
3362,361
50,343
1405,738
1256,48
1925,453
3066,396
2065,240
62,100
4173,448
4198,778
2822,443
3132,240
1675,297
932,481
1147,67
3288,493
3811,619
4367,440
3796,72
2192,706
1699,182
3807,396
134,25
2310,656
2317,799
3751,465
2555,559
2178,688
4017,657
1365,475
108,524
771,462
3550,220
3057,358
13,282
857,668
2055,242
4891,23
1293,669
1043,663
2892,107
4385,571
4784,422
3603,274
4546,201
2497,316
4262,372
38,55
715,402
2115,11
1696,504
3274,491
2167,359
4683,427
4152,770
4369,632
4401,763
4850,120
2617,662
1968,746
2812,726
2475,380
345,703
724,536
3008,142
1856,525
1753,470
3511,187
1192,779
1801,495
3325,571
329,496
4296,483
3019,431
997,308
867,618
4637,427
3262,527
2928,137
1657,595
520,553
4652,481
2199,15
4959,467
1914,378
2486,186
1910,267
4367,118
2239,428
2108,207
2539,180
4326,334
3528,214
1916,96
1996,160
2585,609
3401,795
3402,526
3232,38
1589,438
3511,436
1923,701
4827,53
4300,614
3759,286
2731,750
268,756
2820,631
3487,638
2790,685
1611,74
2082,540
3622,354
4186,278
3303,610
206,725
2871,593
1705,256
1164,371
2561,422
104,490
3655,52
1972,768
2670,137
3938,141
1986,104
379,73
587,622
3572,327
2729,260
482,753
4939,175
4101,679
770,348
2159,367
1032,16
427,411
4238,360
4428,513
3619,784
2483,715
4955,525
3322,330
4288,716
117,431
2709,710
168,137
2504,161
4981,500
1701,426
738,200
3192,75
3398,509
1544,38
911,546
2278,123
3340,520
2563,243
2280,504
386,317
4463,331
862,275
126,800
402,640
2056,135
303,339
1718,762
450,550
3885,776
242,674
3188,114
4587,656
4393,6
1133,558
1346,772
72,644
1149,341
158,247
4477,365
775,494
735,772
4174,464
4174,698
61,77
3270,624
3664,393
3006,361
2577,800
2969,387
1386,486
3974,252
3412,356
735,369
1121,568
4767,41
40,412
2508,344
1165,249
4110,712
1347,724
2450,461
3237,637
2756,643
1283,358
4433,428
852,365
2666,334
1917,559
3059,787
1783,532
4911,574
4267,759
2875,245
4455,507
2530,220
3054,520
969,237
543,346
3133,541
1836,519
1864,559
4422,536
894,630
1038,329
2071,232
409,126
266,254
2521,71
3166,164
660,403
304,357
1053,11
1327,35
3269,731
3985,369
2849,441
2573,436
343,361
4605,562
1979,507
785,15
258,240
3900,797
2442,417
4500,34
2561,227
4543,659
1161,547
4396,755
1480,502
1410,465
607,587
4381,549
2,679
1663,373
4101,120
3494,59
4134,578
4873,437
1913,141
804,144
2213,649
4668,90
863,781
1549,157
3175,255
3492,644
4763,420
648,730
2323,636
4665,269
4749,564
4829,15
1023,656
4422,515
2718,85
3320,592
4429,139
32,163
2439,482
4630,283
1108,391
3310,205
3407,263
4910,438
4051,363
222,797
4708,175
4758,14
1213,277
943,218
859,641
2417,383
4097,319
1666,451
1880,640
3035,518
3716,133
3456,634
2647,227
4382,678
1814,182
671,243
490,748
2890,496
1866,734
2824,579
3287,6
1137,601
3097,106
4399,46
3993,278
580,2
61,139
4892,491
1519,791
4127,764
3919,416
4155,419
780,35
2068,439
4824,689
2338,251
1240,275
2310,563
2946,312
543,753
2809,516
4041,402
2380,273
2341,318
4346,568
121,339
53,188
1589,423
2675,732
1780,779
3491,601
38,762
4242,692
1699,457
2417,437
1420,161
3616,786
875,496
1519,634
1096,552
3624,11
4455,728
2101,182
2311,405
2386,33
2155,449
2037,458
831,495
78,641
4368,349
3304,358
4511,388
3985,124
4358,790
3170,24
3334,741
1416,654
3793,496
520,771
2333,452
1350,367
4206,703
2833,450
1737,269
2270,756
2363,126
4238,613
3715,685
2061,430
1392,304
3819,380
2850,652
4191,645
2056,60
2899,158
4523,62
669,761
3806,688
2065,453
916,768
4646,488
1413,91
836,595
351,621
4429,291
1099,228
552,205
4505,667
308,525
580,34
775,181
3743,238
2677,452
1620,487
3573,550
3367,663
3110,363
1206,544
3905,554
2344,677
2126,453
2972,607
1090,448
2333,664
4859,328
2911,364
2002,320
2072,39
1580,431
1065,481
1174,739
2503,665
3374,334
2329,26
15,41
3823,531
3636,295
1162,295
4425,384
2987,286
591,52
266,693
1124,691
2955,83
2098,136
512,48
4829,13
2176,784
230,642
4108,547
4376,530
3503,345
3583,679
4857,152
3419,642
3673,32
88,283
3597,700
2397,658
3186,576
3396,66
4896,748
626,85
426,84
4458,308
784,186
1162,401
168,217
1777,362
2914,553
3026,594
2967,487
1227,135
3974,397
4698,558
4306,218
78,650
2348,108
917,399
747,722
1020,530
2159,195
135,240
2258,156
2322,202
1987,449
27,103
3881,330
4186,674
3194,234
4637,617
396,121
2546,540
1087,379
896,494
3314,338
1937,710
3015,771
3386,770
781,577
3874,481
2487,401
3394,508
1206,31
4480,119
4966,698
4114,532
4692,204
3773,46
3640,346
4868,326
3723,297
4978,48
426,404
331,534
3235,555
4912,397
3300,354
1856,340
1131,695
3548,421
3268,331
3710,711
1138,253
4938,756
2073,582
99,596
2903,680
4515,510
1936,108
1865,133
3300,269
4018,583
1511,798
4684,698
2255,185
2148,693
1070,282
4688,453
123,156
1886,306
4711,780
3547,571
4780,526
1460,574
1289,201
1108,519
896,769
3799,108
1438,627
4532,271
3663,57
3522,568
2928,598
2218,531
839,594
2740,471
4724,185
1895,383
1730,739
2310,412
4267,301
359,754
2265,497
2055,250
1375,444
4037,343
4735,123
4784,654
4071,672
2830,146
283,598
1881,721
1285,653
2926,632
2360,35
1010,678
3290,112
4845,640
2731,704
1908,764
1530,344
1466,694
1499,172
1162,655
3273,419
3407,52
4181,542
2112,476
122,732
4386,736
2602,363
19,5
1104,53
4156,647
879,789
2591,397
3453,677
2221,743
3574,659
724,344
2664,358
2395,403
1732,585
2568,383
1152,116
2442,77
328,590
3355,566
1145,390
3857,603
3416,615
3863,113
385,118
4034,85
1449,91
4263,787
1310,684
2289,50
3831,716
2252,484
2916,780
4558,373
3550,310
1735,148
1968,10
2536,426
1055,600
4663,429
2983,58
1492,315
3780,713
4724,665
3242,560
652,31
533,9
1383,418
164,478
1820,610
777,371
2361,233
2866,235
3499,768
1606,106
3101,569
3011,481
1323,153
1296,433
3306,359
369,422
3418,465
3888,631
2742,161
599,674
2558,96
2286,186
3703,280
2341,469
1808,438
1546,388
3948,780
1680,160
855,223
29,190
3688,271
951,600
4623,353
132,227
3476,433
3094,626
3778,138
1412,468
2747,399
1969,259
2275,371
4071,752
4954,162
693,367
2157,297
693,332
4234,645
77,514
1226,373
2658,265
2649,311
4260,232
2714,101
4562,442
218,613
1140,596
2742,300
1462,29
4824,140
1216,664
2423,446
3798,135
4558,280
4563,360
707,327
549,399
1239,407
157,191
2910,432
2303,772
1211,443
2760,629
2558,465
371,51
495,212
1323,160
4175,322
1577,4
2410,245
1015,536
4137,680
2124,124
4337,500
2463,74
310,174
4027,477
4505,526
61,110
3728,485
4146,407
3169,219
4486,290
2138,759
1295,577
15,167
1248,593
4843,1
1230,378
1167,751
617,14
1314,224
1917,436
3280,772
515,107
811,689
2314,100
728,342
1537,377
288,171
3335,544
4207,561
3666,211
2479,355
1541,516
1188,725
309,180
4411,105
4660,203
3596,39
2981,667
2214,657
791,533
2779,342
3196,557
2830,331
2467,92
2828,460
3795,771
3122,230
2790,68
981,481
736,792
625,468
2465,34
709,49
4266,285
2416,769
2399,198
4791,643
4298,311
4524,777
1070,575
1753,443
4479,683
2307,261
2533,499
3551,508
2138,723
1278,636
1886,536
4420,293
281,177
3760,668
2229,420
80,285
736,262
1589,771
3608,496
4435,32
2233,442
2378,321
2144,272
536,580
4426,247
136,345
2923,573
1554,502
1729,426
198,325
1402,305
700,313
1859,150
4480,442
3355,212
4934,720
3274,187
2113,442
791,617
4312,471
2528,593
3882,183
2221,34
4425,726
2717,691
369,302
2848,560
2909,131
2330,577
35,295
1258,289
1122,667
4528,470
1611,344
11,502
3245,182
4477,233
1762,129
406,579
2156,43
218,451
2023,628
4705,419
2030,384
3317,349
3899,659
302,305
2615,195
4427,735
3534,743
3923,771
4245,394
176,560
4257,318
3112,383
3689,559
3384,714
3072,737
735,381
4453,497
596,423
2470,747
455,272
2486,614
2613,1
493,276
4677,193
3416,669
4788,151
3516,398
4718,716
4014,639
3196,313
3722,670
1234,480
3821,443
2041,75
4176,591
2087,522
4609,657
2073,719
526,395
4258,141
4093,443
3108,426
307,541
3245,322
3649,477
2286,236
316,195
43,168
100,621
4433,741
2057,8
2762,683
55,579
2398,731
1884,404
998,346
3508,315
2176,16
3505,443
4915,167
3989,265
2543,762
4824,490
3663,547
3212,776
1414,208
2523,85
2310,549
1386,35
4247,27
678,640
2908,749
2718,23
4735,309
523,644
3042,292
2934,716
3429,635
3250,452
890,61
4356,86
2319,226
2364,451
2833,507
4609,3
2513,523
3453,352
4344,698
1787,373
4227,29
660,659
1269,510
2069,707
2742,508
3435,775
3616,536
2569,408
3216,8
829,238
3097,142
46,473
4146,589
2566,749
109,19
2488,356
4939,137
1757,412
4352,682
4921,149
4088,566
1646,772
4359,215
3660,616
3380,769
4121,396
2691,608
3847,355
4600,515
2790,605
4889,185
3027,328
91,330
322,291
1783,722
4541,647
4377,432
1273,783
4446,45
805,146
4431,45
110,720
1735,451
3387,55
900,318
4809,367
3409,10
75,650
671,10
796,48
173,523
1325,483
1820,665
3133,440
3175,314
747,331
3227,311
2104,796
4080,283
3293,710
4735,425
3807,575
999,99
3773,256
1524,410
1901,352
3842,750
300,759
1449,535
169,275
2244,322
2433,313
807,734
1637,156
2097,116
1133,449
613,120
3065,736
420,494
3632,388
3924,496
1167,489
17,29
2691,457
2232,58
2144,104
532,439
1109,726
3361,347
4152,644
4337,293
1289,148
2050,115
2646,610
4163,231
1108,542
4413,712
4419,751
2568,519
1838,563
1475,751
606,379
3653,718
3225,550
2008,307
3370,263
1879,594
4387,605
698,467
3475,299
2783,122
3608,429
2128,279
551,41
2676,679
1364,629
1630,537
351,419
4692,739
761,145
3464,530
350,407
672,3
1039,699
2980,212
433,255
3575,81
348,186
2335,693
4615,100
2916,645
2094,635
3948,107
297,35
1293,221
2599,733
874,572
4361,467
3871,731
3021,768
1638,562
2081,246
1532,510
4739,270
2490,288
2165,566
2494,471
3567,15
813,338
2679,728
3977,433
3250,353
3216,463
1633,113
4336,289
3739,548
4741,284
280,166
2069,712
788,678
3296,337
4317,276
918,584
2990,393
3621,445
2743,658
3165,187
1049,66
3844,514
746,345
3039,793
3951,459
4558,655
3160,304
3375,129
61,575
1970,660
1282,351
2857,664
582,43
3709,212
3658,524
4263,274
4400,157
2268,36
3788,245
2956,75
3976,117
2353,609
1396,173
3340,314
1937,26
4409,395
1070,787
823,22
1538,443
294,780
976,489
238,66
1925,83
3448,711
3204,563
1777,449
2492,7
1692,373
1712,677
2322,103
2237,466
3089,2
1340,4
1511,312
1552,665
4009,177
3434,6
2983,758
1020,112
4700,542
1322,559
3047,444
48,20
1252,450
4806,641
186,102
1055,546
2295,670
2590,135
2224,784
2269,338
4768,206
399,600
4413,300
910,470
4335,622
2810,674
2363,712
1905,534
1578,336
2146,463
3276,624
543,630
4418,567
2397,376
1932,689
4858,717
1304,38
2150,527
1949,339
1607,637
2177,751
4244,220
2388,261
2244,691
2493,566
3106,608
4902,267
204,772
3525,596
4802,516
2908,110
1375,719
3434,22
1372,277
4812,280
224,719
2685,221
300,98
4718,793
3090,742
2692,13
3420,169
3888,417
3736,59
1333,151
2140,175
2868,280
1880,494
426,88
2632,166
4468,683
2152,131
1682,184
2162,739
1297,376
2633,61
3927,310
3364,140
2996,73
2085,681
873,562
4435,349
337,340
3220,792
4,309
1287,20
552,552
1285,195
1309,651
3253,619
4767,242
1514,52
1071,439
1201,113
675,736
549,743
3387,566
1682,599
4418,666
3215,222
813,356
2566,406
471,485
706,555
2322,110
3435,447
4671,6
3887,743
4167,116
640,15
2774,167
1715,678
2845,633
4350,757
1604,224
4506,765
2732,601
1279,249
916,532
1015,497
2272,538
3375,48
2024,712
2891,406
4351,44
3443,567
1588,260
2247,357
2979,553
1904,426
4384,797
4928,118
2536,4
1711,618
2025,567
453,356
1030,252
1303,159
3274,524
2693,649
2221,445
4799,543
1093,214
1283,338
1487,168
1936,306
938,800
4467,331
2750,568
1139,477
1040,617
4283,309
4532,390
2879,447
2468,166
2099,331
2748,696
3783,143
4461,87
1954,34
2811,243
640,645
4895,588
4136,683
3097,720
2971,93
4764,293
4051,448
282,652
4479,344
1611,172
3583,102
4627,227
3138,553
3510,529
3783,325
4096,25
2905,173
2090,623
708,701
2062,97
1143,314
3131,6
825,27
1851,253
1607,497
3188,629
4961,272
4451,224
3288,349
3443,299
3169,617
536,78
1183,322
1547,415
68,268
1952,772
4715,441
4549,500
285,382
3356,168
4743,601
1354,462
1104,168
2630,776
823,765
2540,675
4819,391
4318,249
2300,719
4521,258
3535,721
1883,33
4609,100
2936,393
4124,426
4337,329
3847,65
4544,421
1279,260
4356,223
49,4
264,324
4360,774
3297,714
3028,262
3735,372
2717,53
3884,145
2700,60
526,469
60,535
890,729
3402,326
1335,340
4687,71
4393,18
50,272
4956,116
650,523
3021,600
2888,67
4086,586
4137,263
1804,531
1007,354
4873,710
1049,418
3372,729
1970,227
874,99
386,771
4444,8
4967,228
427,81
4125,411
4622,137
1775,477
3847,176
1880,537
1137,244
729,584
187,53
4283,88
3376,624
1344,155
1547,171
4451,649
2339,492
4411,89
3737,213
4244,454
2837,457
2028,490
2956,48
2032,135
2759,416
4343,736
1682,317
4719,797
286,506
3858,124
2468,144
3478,617
3658,224
2867,404
687,777
2761,595
1654,272
4609,130
3352,37
3702,127
4233,242
813,10
4355,564
3428,408
3988,601
2164,553
426,744
2030,672
1723,483
1673,561
3193,600
2122,161
4173,738
2569,533
863,715
3347,156
1965,323
3291,302
820,361
911,429
2744,65
1943,750
27,788
1110,490
4812,282
2593,470
858,550
2202,115
3701,764
4613,679
1327,3
4,789
2412,616
1588,212
565,721
3681,585
3533,464
1008,274
2487,97
277,9
1958,706
1804,250
589,264
2214,303
4339,359
3750,17
2369,643
9,469
1322,578
768,93
181,652
2813,437
1702,12
1950,208
49,214
1501,677
160,463
3094,600
1857,398
4056,294
4305,117
3504,207
4129,35
1088,648
84,570
929,191
4971,45
3509,132
1976,435
598,134
798,87
1118,583
2644,574
488,637
2112,22
1068,580
587,50
4832,503
4378,593
259,304
3522,520
3088,682
3186,390
1826,489
2275,118
1305,625
4268,534
1181,2
3497,701
84,606
3813,661
581,322
1661,613
4069,349
2413,378
4528,216
4563,203
837,394
4787,477
1893,278
4867,411
4803,103
2079,301
1897,383
3863,324
1274,238
96,294
4877,608
3944,292
1441,217
2934,217
405,295
375,384
2891,6
2192,376
2359,705
3712,648
2789,786
2924,688
3376,2
406,724
1682,75
2759,23
482,321
20,490
3323,38
2259,203
3210,214
4470,368
1468,338
2781,20
3885,793
3107,120
732,257
3151,777
2761,195
4059,501
1137,586
1350,484
4191,661
4254,551
4912,266
1219,746
1377,49
4788,431
4660,604
1575,699
299,81
3939,294
4776,621
2522,381
2658,45
4847,716
2614,490
2536,569
4692,660
3125,779
4399,30
764,229
4894,351
3188,739
744,470
1112,143
1234,578
3893,394
860,377
4794,791
3788,83
767,122
1174,706
1736,185
1456,734
2501,204
1494,291
4834,491
4103,763
1135,14
4986,97
3079,794
2804,141
424,659
930,375
1444,343
4103,657
329,568
273,659
4672,273
3709,156
3218,592
4191,610
3114,148
1178,61
2699,273
4686,210
2103,97
2592,598
2506,714
4316,776
597,562
1523,174
4963,689
1720,49
1036,486
3810,783
3492,116
283,520
2153,69
1226,40
1856,486
196,435
3220,733
4228,127
1005,86
3093,46
926,83
1022,119
3488,638
4397,761
1145,468
2312,21
4213,572
4355,550
1305,331
2881,434
4813,134
1045,692
4613,484
747,276
4134,459
566,681
3929,756
148,438
4495,91
2553,428
3350,207
2388,782
2883,607
874,310
3293,25
840,627
2842,81
3314,72
2933,590
4300,358
2399,522
1426,121
1496,505
3315,209
87,648
4368,375
4659,308
4326,31
119,276
4938,311
1686,700
3063,396
3022,127
1288,439
4659,505
1727,50
917,543
3851,608
1591,704
1282,174
4809,556
2487,573
1664,716
1906,737
4505,370
4955,505
161,577
