14181,70,20965
6947,38,41711
41047,21,39082
13715,20,2734
6280,24,19904
38063,22,28246
3198,54,10482
3582,22,48462
27688,14,36562
22303,22,37297
503,51,12483
5389,20,24819
33870,24,29202
34526,70,16993
22610,19,25862
23203,28,10614
16482,28,42103
37405,20,34942
1562,28,39654
26092,79,49324
25245,70,2798
48857,15,45352
25011,28,39591
13183,21,47669
17873,47,33994
29831,38,16344
34857,15,17291
42943,62,42104
46497,22,45633
10666,51,27805
40003,19,18598
31813,44,29114
30389,44,38772
31084,70,24311
27749,22,21494
22019,14,45372
43405,90,30531
36653,83,22350
4233,83,10245
635,13,16001
49799,28,12933
34937,47,49453
47270,22,14327
40415,19,49824
32142,90,1088
21916,24,29416
24819,22,24019
9558,79,21233
19346,32,1932
6152,47,25085
40149,90,47350
30683,20,20190
40241,38,34374
38372,54,46421
1045,91,6931
3450,47,25433
37950,32,1888
48283,83,4219
12440,15,45617
4934,13,4685
32640,28,48328
2048,21,7447
5200,38,14538
20232,44,44846
30566,54,46498
11776,32,40938
39715,32,13394
29606,21,18966
44297,44,2174
30582,13,43491
19040,90,14553
13487,38,17470
22486,24,19370
34805,79,27097
17829,24,24632
24940,90,31339
12041,15,253
13471,54,41993
12219,24,33536
47692,32,2255
43184,44,14861
42947,51,6304
9434,47,2248
30165,28,4836
43293,54,35909
40474,28,6188
16481,54,45057
1180,54,20592
12504,24,1410
1849,38,45853
41814,79,20022
38249,91,6882
25995,51,22494
24372,14,153
41414,90,46134
17343,20,9107
15190,83,45396
41854,13,12251
47278,38,36877
2837,20,20419
224,44,44188
25360,47,16179
31833,20,3687
14563,47,20927
48398,70,49284
42266,79,47378
46153,15,27957
13095,19,28279
7114,21,40901
43528,83,26286
47876,62,36321
41787,15,2644
10549,79,7106
103,54,4339
35951,38,18616
38973,83,48014
44077,79,22851
37489,83,8976
38960,47,40338
5691,51,12150
34369,38,32679
20364,32,27226
26456,14,34775
13416,21,28377
5976,19,5682
10124,91,43737
40758,47,4744
13651,13,36238
49962,44,19469
46639,19,33075
28221,91,10716
30041,51,29513
28012,28,31484
3927,13,49309
9879,51,1988
11685,62,4397
36088,79,3506
32033,51,14721
8181,91,28823
26549,38,38039
39450,70,29181
40809,20,29670
13175,54,10799
24469,22,13104
19890,79,43209
12888,20,21769
45522,44,43439
19266,79,5365
41360,38,25756
48898,13,44402
42749,44,22914
43335,20,39206
8232,14,22173
30166,70,40476
19931,22,42961
44128,38,37381
8357,70,48541
28880,20,36150
33490,22,8798
17386,38,42839
40483,90,2049
37542,83,1991
3875,13,25865
18259,51,29958
24980,20,27396
46174,22,45806
11087,47,30596
28083,44,31371
27173,21,8478
23164,20,28546
2619,20,24616
44838,24,26712
16530,19,39113
7663,79,25838
10230,90,15536
6679,28,44235
34130,19,648
35507,20,5386
10371,13,45216
21740,19,34356
39015,13,48986
11322,54,37175
45900,20,9875
37925,21,45875
40093,38,9429
14251,91,48409
16168,47,37197
29260,51,40752
13056,91,1144
32928,38,5691
42638,32,42147
49499,62,3303
37070,28,21849
1103,20,25628
48952,70,2079
16269,79,44878
31502,21,32673
9823,62,39968
521,44,8309
35695,28,27509
10032,20,38519
11381,38,30914
2048,38,30747
10258,28,12971
3199,20,5742
20819,32,6143
49641,79,20021
21085,28,46371
3087,90,41351
42429,91,31570
22589,24,11250
33638,91,6429
2399,91,6653
13874,91,15831
9656,32,33962
24713,54,30693
30882,91,7145
43409,70,32449
4461,14,41003
18187,47,35010
23164,28,39430
30652,83,15919
46088,44,12120
16470,51,17271
33085,62,18060
10495,38,49520
3250,38,1568
14696,91,8687
20127,13,9001
42230,91,11884
23461,22,24906
9041,28,21984
40402,19,22087
8493,24,42041
32889,51,26362
36629,28,3019
10923,51,38881
32132,51,28869
18124,14,16953
27792,91,19993
37640,32,37535
13325,13,44791
24784,24,33482
29331,20,24525
41565,15,7647
34564,15,3984
16694,47,17274
16791,21,28359
17285,20,22875
40970,54,8384
40643,38,39231
13132,13,22642
47725,13,47166
18600,44,31673
788,14,44661
27004,20,35251
23589,51,23913
37737,70,31927
45054,20,32194
40831,21,953
30717,19,40151
15711,19,28820
10267,21,24624
35607,90,19815
8023,38,33440
44673,13,10697
33358,20,49138
41224,51,45017
23468,13,18269
27798,79,49374
44916,47,42479
7297,32,47780
7915,62,18125
39036,22,30106
152,22,31164
39372,22,26920
40066,22,15644
36894,24,24302
17177,54,30930
2331,38,36868
21184,24,7821
48190,32,8822
1571,32,22457
43013,14,9216
21323,21,42214
807,70,3924
45686,22,24560
49982,54,31496
33757,70,2448
27749,51,22204
22501,24,21839
48172,44,19791
7084,32,34330
26958,20,24439
16400,22,44506
45755,54,45546
4086,79,46782
23165,28,18452
11258,44,14521
30104,28,39312
37624,13,12751
10653,28,24900
19564,28,784
36459,44,18986
15126,90,44632
18059,91,39030
26950,32,4704
44603,83,39753
4984,90,27453
19368,13,191
23306,90,20850
46560,20,12918
1185,54,34577
14251,14,20043
44471,51,21707
30335,14,24840
27982,38,269
31223,38,38474
36092,47,6463
21972,91,42030
22501,20,35231
12380,32,34831
21135,70,21040
43413,91,45191
13874,51,49994
43280,79,13231
47946,38,16824
923,13,25287
37800,24,3715
42730,24,47368
38205,51,44921
10804,28,25296
14336,13,13684
23233,28,39252
33038,38,2983
6267,79,10755
18897,90,14258
45806,38,31080
42862,13,45082
20366,22,9725
48196,38,26809
28156,62,45663
7506,20,45466
38476,51,32077
46851,70,10538
5756,32,18827
22217,79,87
4679,70,23872
42564,13,13274
5680,38,17931
41924,70,30018
6810,14,13716
34232,90,21837
41461,54,38048
40438,15,21243
29380,47,38366
13135,91,7185
34446,47,20487
43673,79,12986
36040,79,8600
716,15,26791
34247,91,10938
36662,44,8915
1799,24,38079
32022,13,16215
30665,44,36314
17405,13,29693
41822,14,4995
40274,79,6734
19944,54,8474
21985,83,9247
22948,20,35072
12786,47,24910
15947,20,14435
2837,19,41310
4831,13,7951
40250,13,41765
42388,51,45736
37164,62,22262
12660,21,35529
35927,20,19191
36200,90,21865
1412,32,3210
48003,21,3405
4410,70,34263
25111,47,5079
2907,51,13965
14133,20,18058
16298,47,23130
32444,47,39497
18554,70,32778
12456,38,47603
30560,21,709
3006,14,27200
19932,83,24496
40972,20,12897
3561,24,6743
33870,13,2195
9132,62,38253
87,22,31354
4922,38,20351
24604,15,18945
12834,20,10885
44679,44,48967
18829,20,24921
16271,91,47872
6758,13,7386
15911,13,7552
10321,21,24455
10470,28,23954
22795,32,21740
49512,91,30165
3272,62,31220
15738,47,12600
36768,20,8678
43098,47,3187
48723,44,7823
24872,28,32195
17064,91,48267
29405,24,48932
47025,91,16465
20924,21,20703
45192,38,38032
7177,83,9787
40374,83,38328
11605,38,3935
29904,44,15549
13848,79,15940
49490,54,47610
24715,62,7839
46478,79,35709
10152,47,45710
49499,44,28304
41610,20,3354
6742,22,20557
26851,19,22682
5913,21,38013
15491,19,22915
34404,22,24990
21290,83,45479
19306,28,48797
23725,13,16120
10559,20,38590
43619,19,40014
48051,28,17377
13325,13,20028
43563,83,32917
17277,32,16700
37451,47,3902
29771,13,17213
18851,28,41540
48240,91,24599
5945,32,36766
8957,21,18480
3463,22,29250
31552,44,3991
15000,13,48284
13740,15,28502
44567,90,22419
38550,91,49118
921,70,18522
23661,79,6308
5995,90,13878
28145,15,9328
10521,24,10479
35260,21,30287
24486,44,19220
13645,79,16778
36861,15,21900
35775,83,39891
27056,91,32929
5232,20,37006
24519,28,27570
16186,20,11811
7957,19,29358
30077,38,18769
24518,32,16266
46228,19,18879
21137,90,27854
19427,20,46127
20044,79,47866
49764,13,19913
24768,24,42813
23262,44,12848
44680,24,18194
37451,32,31942
34815,22,22250
41411,44,45392
5909,83,30040
40604,79,7593
15625,20,35213
10206,22,26908
27280,28,10101
15453,32,7461
29283,19,10625
12554,62,43215
2192,21,3195
39888,22,32546
4604,83,21705
33914,83,11323
11976,47,11539
41772,47,22814
5667,14,22421
30291,91,1743
26154,83,34275
19241,62,3342
35032,24,39389
37041,79,9162
5074,83,36743
9308,90,43513
42801,44,18507
18293,24,26837
39905,15,36303
42776,20,4613
29897,47,2564
37261,79,22170
34235,32,22306
27025,91,1338
7547,70,19717
21831,20,45619
1119,28,49644
28344,47,21390
42253,24,16155
3833,13,1189
11705,70,11804
12259,21,24215
25274,83,32196
47432,38,47984
30469,51,21843
47575,51,45626
14595,83,1510
31808,32,38677
49218,14,31674
10209,38,48216
44034,24,32575
42063,38,35891
43117,38,42269
14771,28,36629
16000,79,43743
29686,20,43015
34119,20,44961
11814,38,40744
17693,22,41472
36747,83,8752
32897,44,36128
17980,38,48257
40831,47,19019
48096,79,45525
4326,62,8024
44500,22,46505
47181,38,30549
39536,79,47438
40785,79,19895
3049,15,47957
20787,32,23701
35905,19,41594
36218,79,31486
16067,21,30262
1285,21,26383
28144,19,28613
40599,24,39763
28665,14,45469
26654,15,35384
5925,90,32837
8387,83,12276
49370,14,26865
16549,32,42053
8116,15,37218
24019,38,15085
34455,38,9715
24616,14,47927
24998,51,26504
6572,44,16735
13389,54,25697
47338,13,23206
20444,32,45506
11784,19,14916
30192,90,4595
34632,22,38018
20821,38,25102
6813,20,49032
33131,14,2144
17277,83,7484
36942,28,2535
8693,28,48171
20523,70,49079
48518,32,17338
38388,19,2950
47169,20,16786
34232,79,36022
14111,91,48271
13175,19,17183
12908,20,38977
16091,38,38588
20364,38,3733
46617,19,26282
36678,13,28939
17501,22,17993
36683,38,4055
9611,70,43082
32021,62,5583
40712,20,8155
47181,19,41070
49878,21,39791
40677,13,27813
30538,47,41703
38569,20,39756
11908,70,36331
3882,54,36221
20010,15,1352
142,90,29356
38285,70,47073
17287,90,10934
41565,22,6917
12444,28,32875
45120,24,49296
1059,90,10673
2559,28,2742
46619,79,25648
15857,14,35695
46413,13,19789
24973,51,25838
12200,47,10585
3376,14,37115
1042,51,49451
3709,44,19374
27773,38,29245
9188,90,33735
16641,32,18831
27910,21,11316
21470,79,46639
21222,47,46100
2740,28,24130
49698,44,3352
20962,90,33186
24730,38,48229
9506,44,8692
37234,13,16783
45326,28,41200
20252,70,33089
2581,70,27538
4797,28,44372
48818,28,5206
25267,38,11455
15226,51,45412
9608,79,9360
5925,13,32475
10470,14,36054
22957,90,14348
43208,47,21365
13437,47,299
87,19,17364
44285,24,35121
49397,83,7878
43270,15,12782
3281,90,19076
24735,51,25950
14279,14,18283
16247,44,8304
21787,14,42025
49907,14,3068
16013,62,2507
5532,83,22651
15972,83,34743
29643,28,32980
525,20,45166
49411,24,43402
45006,32,664
20246,62,37363
15231,20,15380
9758,38,47466
45521,44,24605
43162,13,16517
31002,90,48544
9127,51,28875
37719,21,35563
21592,38,40981
36896,24,34327
3228,14,43489
15849,38,33721
44162,24,31741
32634,19,32808
14021,14,25735
29068,38,26860
47004,83,41688
14346,20,34794
42576,91,33763
31326,38,36511
47855,32,14694
43420,32,22090
29257,22,6891
9305,15,14585
44879,24,49176
4786,24,26832
35555,70,33471
43664,20,47961
15219,79,9227
527,38,31687
16142,51,15840
12368,44,29451
8960,28,44182
19535,32,49073
530,54,23191
20282,47,3943
32640,21,23015
10284,15,16899
4704,20,1783
39792,62,16911
1629,90,3341
40312,32,31001
12639,70,33116
37473,44,11409
42862,28,20282
38684,13,15493
23985,44,14644
6325,38,26460
38697,51,32693
43299,62,9148
29122,51,1458
20321,79,23231
40005,13,21665
41982,21,27558
11542,54,15731
28718,62,8238
23750,32,46052
46471,20,4750
41382,32,33139
37370,44,39281
32035,24,7010
2169,79,6671
41854,13,24174
29221,14,16554
617,21,21279
7308,47,36887
48125,38,1534
42827,14,49090
4341,70,16209
29095,38,2797
464,21,24714
33585,51,31250
16271,24,10613
35026,21,3982
9830,70,33836
22757,38,31785
48991,20,10827
14905,54,47606
10653,19,844
7315,62,36344
23942,54,13231
26578,21,20466
7412,14,26750
40689,15,944
31579,22,40452
28757,90,3390
20823,21,38274
11542,13,20058
22214,21,3387
34172,79,4530
9159,19,24040
45176,13,11471
20444,91,10687
3131,70,32368
15652,91,36903
13195,22,45537
6368,22,5244
46813,22,34826
20898,13,5570
46640,47,9539
26279,15,8578
3558,91,19315
15145,54,37601
49110,28,28169
20040,22,4946
38365,22,21858
5132,51,35243
16358,91,26437
34775,44,44872
9114,20,27565
34905,22,40368
44113,22,40025
26805,83,43675
36339,22,48339
42984,91,22755
47096,79,23145
34404,15,21228
7598,44,10981
38921,62,4223
12814,28,39202
47123,32,73
17799,38,30561
32356,47,33031
28791,70,38324
17710,91,19254
20962,28,31566
36608,62,32260
4569,79,27810
47801,13,13082
637,14,49674
27152,79,40935
2861,47,17878
19740,13,5597
28542,44,16548
44313,14,20359
8194,14,25517
525,79,40171
3268,19,17035
43646,51,41448
16908,90,36205
40185,54,12768
16841,13,20522
22244,28,9706
25500,13,23061
23502,91,45014
5796,70,47649
49486,22,15486
14147,38,12162
9280,91,46386
25660,79,19636
16319,47,37794
2321,38,31265
25227,22,5220
43760,13,39599
43069,83,42321
36040,24,35385
37575,70,1081
38460,83,30572
11291,13,4333
43056,51,8697
35147,14,20272
49481,14,8863
48287,83,863
10717,44,46959
31508,54,9418
21612,14,23899
13881,90,30695
16569,83,13270
402,20,15663
7912,38,20576
8282,24,30393
49563,90,37272
49222,47,37578
10195,21,34839
4594,19,39377
12005,79,23898
37635,90,9982
21792,32,45958
36092,51,16468
21534,44,14727
4560,28,46645
29659,47,16225
37261,83,10607
2500,20,24699
15492,38,41752
5983,79,3532
4213,38,6402
35262,22,11930
1138,14,4960
44344,90,48470
12667,24,32829
7315,47,40204
45381,28,23276
39137,13,46164
47681,47,38003
33456,28,47227
45314,54,30857
21387,32,41644
4616,13,13434
7692,54,22254
22404,51,14545
45298,51,24636
6851,47,24248
34314,24,11478
49669,91,29077
32756,79,16582
12290,90,34452
9667,38,30867
12325,51,24012
15884,54,13654
33464,14,16582
10862,15,17665
11389,13,42341
42779,79,14594
7929,44,4908
29831,24,24186
36556,44,49027
38087,70,21411
27109,28,32416
34997,47,28321
5289,21,13068
5633,44,8503
35444,47,32956
27256,38,7747
12102,24,26161
38961,24,9721
36952,21,8496
43409,90,34028
48529,20,17958
42484,90,21650
42779,91,9875
42973,54,45803
12929,19,15978
36761,22,11304
42277,19,48029
24510,32,8792
5463,13,10649
44481,13,16460
15380,13,48459
35466,14,41765
12196,21,27602
38998,54,41387
1799,51,46073
30508,13,29094
43314,19,31044
9506,51,20282
39167,28,6181
34998,13,3375
43013,47,13904
37946,28,39016
20471,70,45518
24311,38,8320
35564,32,22384
37552,19,49826
38352,90,45218
47667,54,40949
21875,91,8704
28005,24,41691
10371,91,22682
12093,14,43547
47395,15,3268
32356,70,29550
3977,21,34427
43759,20,23864
37041,91,25614
33997,22,37902
45649,22,47294
6,15,43073
11110,47,48782
25042,47,31473
319,83,47363
35146,90,27716
14707,15,35354
20150,90,39687
40093,47,3537
41534,24,31454
23023,13,45993
20708,32,42419
4877,22,4860
38857,38,47444
42248,47,48448
42054,13,43442
718,83,41746
34772,32,31235
37424,54,9815
18900,79,11293
30310,14,29805
48548,13,8384
12577,13,33646
13784,38,49969
40556,47,5398
38297,19,26131
20194,24,8848
33456,51,7412
23802,21,30619
25050,51,6422
49883,22,30986
46978,13,35964
36426,13,40513
4519,13,22964
6675,22,3009
40876,62,17269
28759,21,1227
44266,32,10555
33394,47,37159
34817,91,16758
15985,51,41000
17622,54,416
44254,20,42677
32739,21,47755
35544,13,2266
34253,15,22034
26685,28,19717
32137,13,24013
11152,19,27655
11696,19,27123
26619,54,6900
13054,21,16869
41799,62,19380
34519,38,28486
41544,90,3280
8496,90,34818
18931,47,23855
6298,91,26979
32020,44,12640
14680,19,45667
36126,44,9319
11159,14,42874
2109,15,31719
17874,38,26966
35792,24,13809
31701,70,23008
27799,51,9597
5887,13,23913
21017,14,5287
12945,62,31102
32715,47,23977
31617,47,30973
44313,54,43126
24772,22,9892
37911,90,23341
34592,91,42405
27147,38,15424
10598,13,19055
16373,28,29092
28917,91,41634
8670,28,3727
16621,20,37919
36075,20,12006
9107,13,4701
10738,19,20168
21874,47,35445
27097,14,49787
3534,70,42260
42527,38,34707
34724,90,47655
47096,79,19966
10633,83,26523
24629,19,45469
37872,51,5620
5021,70,47716
22142,83,5419
37718,47,38340
7921,51,30985
5309,22,11030
12638,24,29372
45196,90,3194
48240,79,2713
32169,32,38512
7133,15,37139
41166,13,42333
31626,14,39945
23587,24,35214
27206,14,44964
3519,70,37982
11176,90,49260
8646,28,44926
23751,15,8716
3807,54,20508
32047,44,40546
19239,22,36577
18622,24,14148
18601,90,36106
47793,38,25009
17428,54,31895
3624,54,46793
2238,15,29199
9025,83,10553
25455,32,17235
46975,91,43347
7929,90,28056
695,47,11213
16067,44,39922
2239,47,40390
48227,54,29138
21267,22,43590
15662,20,6190
36716,21,23341
23563,70,33577
2954,44,29142
35029,83,37895
8250,14,16219
47060,21,9251
38037,47,37871
34446,83,22286
29113,19,43974
48104,32,21490
22264,15,904
27426,54,5305
43759,19,36774
10330,15,24152
1286,38,9272
16646,38,9818
8079,83,37196
93,91,41640
42499,70,23108
5630,28,31732
24743,44,24269
36336,13,21998
21896,79,22511
13627,62,39916
31456,24,10375
40924,44,36315
12988,19,30236
30575,91,47398
11043,15,10605
49135,20,8592
224,24,11044
41315,70,46766
12929,47,871
34905,83,46839
16564,32,49137
15669,51,48009
33394,19,48405
13560,19,34728
46251,91,10012
42388,14,21762
49883,47,41631
22727,47,11332
23602,38,6693
40005,54,23743
12483,14,43984
11348,15,33850
7054,90,5696
34904,14,36776
23306,51,32717
21964,28,32257
4392,90,16064
47776,70,10968
25278,20,46805
8093,62,6655
3198,38,31758
36700,28,25159
16282,20,10078
46923,24,9693
39414,90,3169
13847,62,998
20366,21,25257
22787,79,49974
18148,22,46860
11642,24,23833
28880,15,45475
31328,20,32239
14058,54,33907
44256,28,11867
37340,91,11448
36684,32,36351
19044,90,23184
26272,51,17659
26579,19,15074
12249,90,14671
6870,28,48206
36991,83,37800
31633,44,30827
11769,79,9189
4940,51,8553
46592,15,31119
11137,54,5608
12038,83,38463
48124,51,49898
21040,70,46662
9508,20,17024
41156,28,19446
4797,91,1538
49825,20,2089
19945,91,35098
13345,62,5378
43329,22,33096
38120,14,8414
21165,83,25634
14563,44,40365
15226,51,49736
40689,83,41752
1700,21,42192
25872,28,24396
9422,32,10719
15884,20,30129
14765,79,49019
26271,24,1829
11800,19,30096
8214,47,47110
16373,28,13674
11594,51,36042
1967,47,13111
6014,19,28728
45897,15,8597
47900,90,47086
19932,51,20701
42882,22,37257
48125,54,45089
13520,54,16201
19910,51,30286
23502,70,12119
31552,62,33581
7829,38,27201
40180,22,11307
24178,83,27756
33875,47,49759
21667,44,43600
6084,51,24862
46231,28,34790
38354,28,37656
41947,13,46837
26876,70,3319
29612,90,6111
27180,28,25241
37329,15,7544
37819,79,16238
13306,24,28798
31082,47,4474
14963,14,38174
37499,13,21520
29825,21,24468
48409,20,31493
32788,14,33621
6947,51,42413
1119,24,43147
14215,14,38610
27773,22,22521
16269,22,9434
28012,51,13081
19079,15,1874
33254,21,37123
16717,15,5490
42787,47,22795
36691,22,8616
39737,90,25274
8569,22,15204
35058,21,23005
13322,24,17848
17454,79,21306
14765,19,12510
10195,70,9954
17495,90,40111
17321,51,14865
18436,24,24883
43135,32,4955
10905,14,5943
1373,83,41715
8676,91,11778
4597,24,2144
20044,51,37426
7875,90,8564
37869,21,24339
18436,51,31488
260,32,48031
47986,32,12296
23799,19,17901
43257,54,21134
40076,91,46234
3019,20,10412
13108,44,7639
29938,28,38725
8085,91,34814
20504,20,20878
10118,47,46033
714,38,14983
38443,20,31964
37973,54,46625
14096,51,16583
23740,70,24111
8263,91,10168
39634,83,44324
21026,91,18551
46771,83,30547
44826,91,43388
34632,19,4560
13598,90,24501
13399,22,21166
36049,44,28478
31593,91,44720
44365,70,2827
43172,91,23952
42178,83,12282
10563,44,35324
43172,15,14636
18556,70,399
8664,62,20472
28426,44,25169
235,24,15678
45844,44,3703
24107,32,38507
36728,15,12662
9808,54,38779
37956,70,11165
7044,22,31734
34735,15,34754
26579,24,39870
9608,13,37073
38257,79,39926
35659,32,13102
13411,15,17253
35599,91,16422
9693,38,31511
7723,13,24035
39640,15,14785
15832,13,18222
3624,54,4021
16638,21,9612
11384,70,22643
29612,70,5962
31353,28,30929
28338,91,31177
17829,20,9788
46228,19,24689
39330,62,11880
36994,83,1665
37399,79,15050
47947,28,41192
15384,32,5372
23993,22,11185
8485,79,42693
49024,62,17441
2967,15,24446
16757,20,7847
31578,38,8555
34910,83,40373
39895,83,12495
20004,83,1776
14058,24,16891
44109,28,46542
45298,19,29380
44309,15,11320
42516,70,23555
34393,21,2360
41371,28,10226
11070,47,43643
10739,54,1727
43664,28,43405
38026,90,38240
11322,19,6982
47681,51,25283
32032,15,13678
36670,38,17096
26620,21,18631
35198,15,45222
15711,28,22331
18658,13,31269
24837,70,746
19390,13,1990
26509,15,43053
6506,38,43090
23426,13,176
30618,22,47093
16646,15,6427
2250,20,2982
23626,21,11906
45084,83,40680
31863,51,41989
30469,15,43133
10280,47,45616
37489,44,14614
30206,20,32385
18581,22,36760
48533,70,29926
25297,24,45007
20993,90,24836
15063,38,35168
7125,28,22636
49985,91,595
20860,54,4888
30657,54,26143
1096,90,48038
4191,13,9483
40826,32,32691
42512,44,39774
58,24,23357
12290,14,15696
19463,24,48994
45001,15,16048
40695,70,16771
14843,21,965
1930,91,46355
20597,44,4005
24498,47,35261
34747,22,8044
9163,44,12954
19001,47,45735
38694,24,31459
16299,19,34524
22353,21,39873
38347,28,9014
21964,19,22090
45176,22,11213
11906,14,4798
20642,14,48681
17799,83,1322
14997,70,2465
47986,90,16769
33148,90,22213
49593,28,14387
3356,15,24361
45198,14,30379
10563,21,29394
4439,22,7826
32503,14,39222
16332,44,18467
26377,90,36968
30883,79,38675
11552,28,29115
23878,44,42682
42728,44,5974
41214,83,19356
10549,47,2450
3549,15,38755
39974,14,6526
31918,47,31247
6304,91,36408
21340,22,29465
27107,44,8008
46846,32,19366
47543,91,29994
42959,62,40813
27792,90,2906
12877,13,25018
41537,32,3451
10148,44,23169
18885,38,24970
29135,54,12532
24854,83,3325
14814,22,49169
543,51,34156
3790,79,30089
22137,24,283
8292,54,28461
22618,91,42941
49820,51,38527
1106,62,12312
12380,83,33056
23534,14,26845
31545,90,6873
34844,28,20668
6698,90,28581
41467,79,45346
37539,91,41165
1103,15,1152
15489,51,19552
49472,91,21379
5253,91,39456
32924,62,4855
7329,90,31061
13847,19,8867
7114,47,23054
3927,13,18519
29386,15,37304
36049,51,4975
4514,15,5229
1059,15,7954
47575,15,24673
3814,28,5425
38558,51,15838
42415,91,26411
47539,54,33481
19966,47,37936
39454,51,46339
31772,79,6409
37634,19,34682
49341,51,45389
44452,54,2209
31414,83,2845
18997,20,22173
45213,54,41611
31230,28,21519
17071,47,16795
7723,47,17504
44480,79,23241
22178,91,3456
11188,15,30397
37624,79,41488
46712,20,31149
23731,54,4502
356,28,1846
24708,62,9671
44436,54,15030
36336,24,24370
40648,44,5664
28750,21,2595
23492,21,49448
48014,24,34346
44860,19,31316
44895,44,28505
48151,90,36570
15836,32,32532
22760,79,40970
11138,15,16304
9409,90,10731
7168,38,35792
28434,15,29137
28076,44,28226
4499,44,48762
11067,20,41534
16637,90,26792
16638,22,37515
17441,70,9299
28656,19,12893
11155,83,10631
44436,62,45786
29386,22,5445
31085,24,32435
15149,13,28216
32572,22,24293
19329,83,8355
14606,24,2288
